date,ticker,headline,finbert_sentiment,news_impact,company_relevance
2023-08-31,DIVISLAB,Global headwinds lead to cautious outlook for Divi's Laboratories Ltd in near term,-0.705,HIGH,0.96
2023-09-04,DIVISLAB,Brokerage upgrades DIVISLAB to Outperform with revised target,0.563,MEDIUM,0.96
2023-09-07,DIVISLAB,Profit booking seen in DIVISLAB following multi-week rally,-0.324,LOW,0.96
2023-09-08,DIVISLAB,Global headwinds lead to cautious outlook for Divi's Laboratories Ltd in near term,-0.707,HIGH,0.96
2023-09-12,DIVISLAB,Earnings beat: Divi's Laboratories Ltd reports robust quarterly EBITDA growth,0.96,HIGH,0.96
2023-09-19,DIVISLAB,Divi's Laboratories Ltd announces share buyback program at attractive premium,0.804,HIGH,0.96
2023-09-22,DIVISLAB,Regulatory scrutiny prompts consolidation in DIVISLAB shares,-0.762,HIGH,0.96
2023-09-29,DIVISLAB,Block deal executed in DIVISLAB; heavy institutional buying observed,0.619,MEDIUM,0.96
2023-10-02,DIVISLAB,New product launch and capacity expansion announced by Divi's Laboratories Ltd,0.539,MEDIUM,0.96
2023-10-03,DIVISLAB,Earnings beat: Divi's Laboratories Ltd reports robust quarterly EBITDA growth,0.89,HIGH,0.96
2023-10-06,DIVISLAB,Divi's Laboratories Ltd bags multi-million dollar marquee enterprise contract,0.937,HIGH,0.96
2023-10-10,DIVISLAB,Block deal executed in DIVISLAB; heavy institutional buying observed,0.531,MEDIUM,0.96
2023-10-11,DIVISLAB,Brokerage upgrades DIVISLAB to Outperform with revised target,0.752,MEDIUM,0.96
2023-10-16,DIVISLAB,New product launch and capacity expansion announced by Divi's Laboratories Ltd,0.498,MEDIUM,0.96
2023-10-23,DIVISLAB,Management reiterates double-digit guidance for upcoming fiscal year,0.785,HIGH,0.96
2023-10-25,DIVISLAB,Regulatory scrutiny prompts consolidation in DIVISLAB shares,-0.783,HIGH,0.96
2023-10-26,DIVISLAB,Margin expansion across core segments drives institutional interest in DIVISLAB,0.676,MEDIUM,0.96
2023-10-30,DIVISLAB,Foreign institutional investors increase stake in Divi's Laboratories Ltd,0.75,HIGH,0.96
2023-11-02,DIVISLAB,Regulatory scrutiny prompts consolidation in DIVISLAB shares,-0.88,HIGH,0.96
2023-11-03,DIVISLAB,Input cost inflation weighs on quarterly operating margin for Divi's Laboratories Ltd,-0.656,MEDIUM,0.96
2023-11-07,DIVISLAB,Divi's Laboratories Ltd announces share buyback program at attractive premium,0.968,HIGH,0.96
2023-11-13,DIVISLAB,Margin expansion across core segments drives institutional interest in DIVISLAB,0.74,MEDIUM,0.96
2023-11-15,DIVISLAB,Global headwinds lead to cautious outlook for Divi's Laboratories Ltd in near term,-0.621,HIGH,0.96
2023-11-16,DIVISLAB,Brokerage upgrades DIVISLAB to Outperform with revised target,0.651,MEDIUM,0.96
2023-11-17,DIVISLAB,Input cost inflation weighs on quarterly operating margin for Divi's Laboratories Ltd,-0.585,MEDIUM,0.96
2023-11-20,DIVISLAB,Input cost inflation weighs on quarterly operating margin for Divi's Laboratories Ltd,-0.545,MEDIUM,0.96
2023-11-21,DIVISLAB,Margin expansion across core segments drives institutional interest in DIVISLAB,0.709,MEDIUM,0.96
2023-11-23,DIVISLAB,Global headwinds lead to cautious outlook for Divi's Laboratories Ltd in near term,-0.52,HIGH,0.96
2023-11-24,DIVISLAB,Management reiterates double-digit guidance for upcoming fiscal year,0.795,HIGH,0.96
2023-11-28,DIVISLAB,Margin expansion across core segments drives institutional interest in DIVISLAB,0.598,MEDIUM,0.96
2023-12-01,DIVISLAB,Regulatory scrutiny prompts consolidation in DIVISLAB shares,-0.668,HIGH,0.96
2023-12-05,DIVISLAB,Divi's Laboratories Ltd announces share buyback program at attractive premium,0.953,HIGH,0.96
2023-12-11,DIVISLAB,Input cost inflation weighs on quarterly operating margin for Divi's Laboratories Ltd,-0.456,MEDIUM,0.96
2023-12-20,DIVISLAB,Divi's Laboratories Ltd bags multi-million dollar marquee enterprise contract,0.882,HIGH,0.96
2023-12-27,DIVISLAB,Block deal executed in DIVISLAB; heavy institutional buying observed,0.511,MEDIUM,0.96
2024-01-04,DIVISLAB,Management reiterates double-digit guidance for upcoming fiscal year,0.792,HIGH,0.96
2024-01-10,DIVISLAB,Margin expansion across core segments drives institutional interest in DIVISLAB,0.815,MEDIUM,0.96
2024-01-15,DIVISLAB,Foreign institutional investors increase stake in Divi's Laboratories Ltd,0.665,HIGH,0.96
2024-01-19,DIVISLAB,Sectoral rotation puts temporary downward pressure on DIVISLAB,-0.344,MEDIUM,0.96
2024-01-24,DIVISLAB,Regulatory scrutiny prompts consolidation in DIVISLAB shares,-0.77,HIGH,0.96
2024-01-29,DIVISLAB,Divi's Laboratories Ltd announces share buyback program at attractive premium,0.926,HIGH,0.96
2024-01-30,DIVISLAB,Margin expansion across core segments drives institutional interest in DIVISLAB,0.674,MEDIUM,0.96
2024-02-01,DIVISLAB,Divi's Laboratories Ltd bags multi-million dollar marquee enterprise contract,0.907,HIGH,0.96
2024-02-06,DIVISLAB,Management reiterates double-digit guidance for upcoming fiscal year,0.716,HIGH,0.96
2024-02-07,DIVISLAB,Sectoral rotation puts temporary downward pressure on DIVISLAB,-0.523,MEDIUM,0.96
2024-02-08,DIVISLAB,Sectoral rotation puts temporary downward pressure on DIVISLAB,-0.551,MEDIUM,0.96
2024-02-12,DIVISLAB,Global headwinds lead to cautious outlook for Divi's Laboratories Ltd in near term,-0.662,HIGH,0.96
2024-02-14,DIVISLAB,Profit booking seen in DIVISLAB following multi-week rally,-0.338,LOW,0.96
2024-02-20,DIVISLAB,Earnings beat: Divi's Laboratories Ltd reports robust quarterly EBITDA growth,0.782,HIGH,0.96
2024-02-22,DIVISLAB,Margin expansion across core segments drives institutional interest in DIVISLAB,0.63,MEDIUM,0.96
2024-02-23,DIVISLAB,Sectoral rotation puts temporary downward pressure on DIVISLAB,-0.453,MEDIUM,0.96
2024-02-26,DIVISLAB,Regulatory scrutiny prompts consolidation in DIVISLAB shares,-0.597,HIGH,0.96
2024-02-27,DIVISLAB,Supply chain disruptions may impact margin realization for Divi's Laboratories Ltd,-0.42,LOW,0.96
2024-02-28,DIVISLAB,Divi's Laboratories Ltd announces share buyback program at attractive premium,0.909,HIGH,0.96
2024-02-29,DIVISLAB,Input cost inflation weighs on quarterly operating margin for Divi's Laboratories Ltd,-0.443,MEDIUM,0.96
2024-03-06,DIVISLAB,Divi's Laboratories Ltd announces share buyback program at attractive premium,0.945,HIGH,0.96
2024-03-13,DIVISLAB,Management reiterates double-digit guidance for upcoming fiscal year,0.825,HIGH,0.96
2024-03-14,DIVISLAB,Earnings beat: Divi's Laboratories Ltd reports robust quarterly EBITDA growth,0.768,HIGH,0.96
2024-03-21,DIVISLAB,Margin expansion across core segments drives institutional interest in DIVISLAB,0.53,MEDIUM,0.96
2024-03-29,DIVISLAB,Sectoral rotation puts temporary downward pressure on DIVISLAB,-0.431,MEDIUM,0.96
2024-04-01,DIVISLAB,Profit booking seen in DIVISLAB following multi-week rally,-0.447,LOW,0.96
2024-04-16,DIVISLAB,Management reiterates double-digit guidance for upcoming fiscal year,0.716,HIGH,0.96
2024-04-24,DIVISLAB,Management reiterates double-digit guidance for upcoming fiscal year,0.698,HIGH,0.96
2024-04-26,DIVISLAB,Brokerage upgrades DIVISLAB to Outperform with revised target,0.807,MEDIUM,0.96
2024-04-30,DIVISLAB,Profit booking seen in DIVISLAB following multi-week rally,-0.261,LOW,0.96
2024-05-03,DIVISLAB,Margin expansion across core segments drives institutional interest in DIVISLAB,0.653,MEDIUM,0.96
2024-05-06,DIVISLAB,Block deal executed in DIVISLAB; heavy institutional buying observed,0.68,MEDIUM,0.96
2024-05-07,DIVISLAB,Margin expansion across core segments drives institutional interest in DIVISLAB,0.75,MEDIUM,0.96
2024-05-08,DIVISLAB,Input cost inflation weighs on quarterly operating margin for Divi's Laboratories Ltd,-0.578,MEDIUM,0.96
2024-05-17,DIVISLAB,Input cost inflation weighs on quarterly operating margin for Divi's Laboratories Ltd,-0.562,MEDIUM,0.96
2024-06-03,DIVISLAB,Earnings beat: Divi's Laboratories Ltd reports robust quarterly EBITDA growth,0.847,HIGH,0.96
2024-06-04,DIVISLAB,Brokerage upgrades DIVISLAB to Outperform with revised target,0.69,MEDIUM,0.96
2024-06-12,DIVISLAB,Input cost inflation weighs on quarterly operating margin for Divi's Laboratories Ltd,-0.478,MEDIUM,0.96
2024-06-13,DIVISLAB,Foreign institutional investors increase stake in Divi's Laboratories Ltd,0.796,HIGH,0.96
2024-06-17,DIVISLAB,Regulatory scrutiny prompts consolidation in DIVISLAB shares,-0.803,HIGH,0.96
2024-06-24,DIVISLAB,Sectoral rotation puts temporary downward pressure on DIVISLAB,-0.341,MEDIUM,0.96
2024-06-26,DIVISLAB,Brokerage upgrades DIVISLAB to Outperform with revised target,0.831,MEDIUM,0.96
2024-07-03,DIVISLAB,Divi's Laboratories Ltd bags multi-million dollar marquee enterprise contract,0.864,HIGH,0.96
2024-07-05,DIVISLAB,Global headwinds lead to cautious outlook for Divi's Laboratories Ltd in near term,-0.674,HIGH,0.96
2024-07-12,DIVISLAB,Foreign institutional investors increase stake in Divi's Laboratories Ltd,0.69,HIGH,0.96
2024-07-16,DIVISLAB,Supply chain disruptions may impact margin realization for Divi's Laboratories Ltd,-0.551,LOW,0.96
2024-07-24,DIVISLAB,Brokerage upgrades DIVISLAB to Outperform with revised target,0.705,MEDIUM,0.96
2024-07-29,DIVISLAB,Input cost inflation weighs on quarterly operating margin for Divi's Laboratories Ltd,-0.65,MEDIUM,0.96
2024-07-31,DIVISLAB,Brokerage upgrades DIVISLAB to Outperform with revised target,0.876,MEDIUM,0.96
2024-08-01,DIVISLAB,New product launch and capacity expansion announced by Divi's Laboratories Ltd,0.595,MEDIUM,0.96
2024-08-05,DIVISLAB,Profit booking seen in DIVISLAB following multi-week rally,-0.355,LOW,0.96
2024-08-15,DIVISLAB,New product launch and capacity expansion announced by Divi's Laboratories Ltd,0.644,MEDIUM,0.96
2024-08-16,DIVISLAB,Global headwinds lead to cautious outlook for Divi's Laboratories Ltd in near term,-0.735,HIGH,0.96
2024-08-19,DIVISLAB,Management reiterates double-digit guidance for upcoming fiscal year,0.705,HIGH,0.96
2024-08-22,DIVISLAB,Input cost inflation weighs on quarterly operating margin for Divi's Laboratories Ltd,-0.553,MEDIUM,0.96
2024-08-26,DIVISLAB,Profit booking seen in DIVISLAB following multi-week rally,-0.289,LOW,0.96
2024-08-27,DIVISLAB,Divi's Laboratories Ltd bags multi-million dollar marquee enterprise contract,0.762,HIGH,0.96
2024-08-29,DIVISLAB,Management reiterates double-digit guidance for upcoming fiscal year,0.772,HIGH,0.96
2024-09-04,DIVISLAB,Foreign institutional investors increase stake in Divi's Laboratories Ltd,0.81,HIGH,0.96
2024-09-09,DIVISLAB,Management reiterates double-digit guidance for upcoming fiscal year,0.782,HIGH,0.96
2024-09-11,DIVISLAB,Supply chain disruptions may impact margin realization for Divi's Laboratories Ltd,-0.319,LOW,0.96
2024-09-12,DIVISLAB,Divi's Laboratories Ltd bags multi-million dollar marquee enterprise contract,1.0,HIGH,0.96
2024-09-16,DIVISLAB,Margin expansion across core segments drives institutional interest in DIVISLAB,0.645,MEDIUM,0.96
2024-09-17,DIVISLAB,Block deal executed in DIVISLAB; heavy institutional buying observed,0.589,MEDIUM,0.96
2024-09-23,DIVISLAB,Regulatory scrutiny prompts consolidation in DIVISLAB shares,-0.648,HIGH,0.96
2024-09-27,DIVISLAB,Margin expansion across core segments drives institutional interest in DIVISLAB,0.784,MEDIUM,0.96
2024-09-30,DIVISLAB,Sectoral rotation puts temporary downward pressure on DIVISLAB,-0.5,MEDIUM,0.96
2024-10-02,DIVISLAB,Sectoral rotation puts temporary downward pressure on DIVISLAB,-0.375,MEDIUM,0.96
2024-10-03,DIVISLAB,Divi's Laboratories Ltd bags multi-million dollar marquee enterprise contract,0.832,HIGH,0.96
2024-10-08,DIVISLAB,Foreign institutional investors increase stake in Divi's Laboratories Ltd,0.699,HIGH,0.96
2024-10-10,DIVISLAB,Sectoral rotation puts temporary downward pressure on DIVISLAB,-0.412,MEDIUM,0.96
2024-10-17,DIVISLAB,Global headwinds lead to cautious outlook for Divi's Laboratories Ltd in near term,-0.68,HIGH,0.96
2024-10-23,DIVISLAB,Margin expansion across core segments drives institutional interest in DIVISLAB,0.664,MEDIUM,0.96
2024-10-24,DIVISLAB,Profit booking seen in DIVISLAB following multi-week rally,-0.348,LOW,0.96
2024-10-25,DIVISLAB,Brokerage upgrades DIVISLAB to Outperform with revised target,0.898,MEDIUM,0.96
2024-10-28,DIVISLAB,Profit booking seen in DIVISLAB following multi-week rally,-0.406,LOW,0.96
2024-10-29,DIVISLAB,Sectoral rotation puts temporary downward pressure on DIVISLAB,-0.403,MEDIUM,0.96
2024-11-11,DIVISLAB,Regulatory scrutiny prompts consolidation in DIVISLAB shares,-0.628,HIGH,0.96
2024-11-12,DIVISLAB,Global headwinds lead to cautious outlook for Divi's Laboratories Ltd in near term,-0.707,HIGH,0.96
2024-11-19,DIVISLAB,Block deal executed in DIVISLAB; heavy institutional buying observed,0.681,MEDIUM,0.96
2024-11-22,DIVISLAB,Earnings beat: Divi's Laboratories Ltd reports robust quarterly EBITDA growth,0.87,HIGH,0.96
2024-11-29,DIVISLAB,Regulatory scrutiny prompts consolidation in DIVISLAB shares,-0.696,HIGH,0.96
2024-12-04,DIVISLAB,Global headwinds lead to cautious outlook for Divi's Laboratories Ltd in near term,-0.716,HIGH,0.96
2024-12-09,DIVISLAB,Brokerage upgrades DIVISLAB to Outperform with revised target,0.875,MEDIUM,0.96
2024-12-12,DIVISLAB,Divi's Laboratories Ltd announces share buyback program at attractive premium,0.792,HIGH,0.96
2024-12-13,DIVISLAB,Supply chain disruptions may impact margin realization for Divi's Laboratories Ltd,-0.442,LOW,0.96
2024-12-19,DIVISLAB,New product launch and capacity expansion announced by Divi's Laboratories Ltd,0.591,MEDIUM,0.96
2024-12-24,DIVISLAB,Supply chain disruptions may impact margin realization for Divi's Laboratories Ltd,-0.293,LOW,0.96
2024-12-27,DIVISLAB,Sectoral rotation puts temporary downward pressure on DIVISLAB,-0.319,MEDIUM,0.96
2025-01-02,DIVISLAB,Global headwinds lead to cautious outlook for Divi's Laboratories Ltd in near term,-0.71,HIGH,0.96
2025-01-07,DIVISLAB,Regulatory scrutiny prompts consolidation in DIVISLAB shares,-0.707,HIGH,0.96
2025-01-09,DIVISLAB,Foreign institutional investors increase stake in Divi's Laboratories Ltd,0.829,HIGH,0.96
2025-01-10,DIVISLAB,Divi's Laboratories Ltd announces share buyback program at attractive premium,0.842,HIGH,0.96
2025-01-16,DIVISLAB,Brokerage upgrades DIVISLAB to Outperform with revised target,0.822,MEDIUM,0.96
2025-01-24,DIVISLAB,Regulatory scrutiny prompts consolidation in DIVISLAB shares,-0.75,HIGH,0.96
2025-01-27,DIVISLAB,Margin expansion across core segments drives institutional interest in DIVISLAB,0.722,MEDIUM,0.96
2025-01-30,DIVISLAB,New product launch and capacity expansion announced by Divi's Laboratories Ltd,0.543,MEDIUM,0.96
2025-02-07,DIVISLAB,Management reiterates double-digit guidance for upcoming fiscal year,0.821,HIGH,0.96
2025-02-11,DIVISLAB,Foreign institutional investors increase stake in Divi's Laboratories Ltd,0.668,HIGH,0.96
2025-02-19,DIVISLAB,New product launch and capacity expansion announced by Divi's Laboratories Ltd,0.748,MEDIUM,0.96
2025-02-21,DIVISLAB,Sectoral rotation puts temporary downward pressure on DIVISLAB,-0.567,MEDIUM,0.96
2025-02-25,DIVISLAB,Supply chain disruptions may impact margin realization for Divi's Laboratories Ltd,-0.502,LOW,0.96
2025-03-03,DIVISLAB,Profit booking seen in DIVISLAB following multi-week rally,-0.469,LOW,0.96
2025-03-06,DIVISLAB,Global headwinds lead to cautious outlook for Divi's Laboratories Ltd in near term,-0.581,HIGH,0.96
2025-03-10,DIVISLAB,Regulatory scrutiny prompts consolidation in DIVISLAB shares,-0.823,HIGH,0.96
2025-03-11,DIVISLAB,Input cost inflation weighs on quarterly operating margin for Divi's Laboratories Ltd,-0.464,MEDIUM,0.96
2025-04-02,DIVISLAB,Divi's Laboratories Ltd bags multi-million dollar marquee enterprise contract,0.922,HIGH,0.96
2025-04-07,DIVISLAB,Profit booking seen in DIVISLAB following multi-week rally,-0.457,LOW,0.96
2025-04-09,DIVISLAB,Foreign institutional investors increase stake in Divi's Laboratories Ltd,0.666,HIGH,0.96
2025-04-10,DIVISLAB,Input cost inflation weighs on quarterly operating margin for Divi's Laboratories Ltd,-0.487,MEDIUM,0.96
2025-04-14,DIVISLAB,Brokerage upgrades DIVISLAB to Outperform with revised target,0.685,MEDIUM,0.96
2025-04-21,DIVISLAB,Profit booking seen in DIVISLAB following multi-week rally,-0.308,LOW,0.96
2025-04-24,DIVISLAB,Supply chain disruptions may impact margin realization for Divi's Laboratories Ltd,-0.538,LOW,0.96
2025-04-25,DIVISLAB,Margin expansion across core segments drives institutional interest in DIVISLAB,0.797,MEDIUM,0.96
2025-05-01,DIVISLAB,Earnings beat: Divi's Laboratories Ltd reports robust quarterly EBITDA growth,0.935,HIGH,0.96
2025-05-02,DIVISLAB,Profit booking seen in DIVISLAB following multi-week rally,-0.41,LOW,0.96
2025-05-05,DIVISLAB,Divi's Laboratories Ltd bags multi-million dollar marquee enterprise contract,0.785,HIGH,0.96
2025-05-12,DIVISLAB,Margin expansion across core segments drives institutional interest in DIVISLAB,0.631,MEDIUM,0.96
2025-05-19,DIVISLAB,Earnings beat: Divi's Laboratories Ltd reports robust quarterly EBITDA growth,0.826,HIGH,0.96
2025-05-23,DIVISLAB,Divi's Laboratories Ltd bags multi-million dollar marquee enterprise contract,0.868,HIGH,0.96
2025-05-26,DIVISLAB,Earnings beat: Divi's Laboratories Ltd reports robust quarterly EBITDA growth,0.913,HIGH,0.96
2025-05-27,DIVISLAB,Management reiterates double-digit guidance for upcoming fiscal year,0.702,HIGH,0.96
2025-05-30,DIVISLAB,Margin expansion across core segments drives institutional interest in DIVISLAB,0.682,MEDIUM,0.96
2025-06-03,DIVISLAB,Foreign institutional investors increase stake in Divi's Laboratories Ltd,0.734,HIGH,0.96
2025-06-04,DIVISLAB,Profit booking seen in DIVISLAB following multi-week rally,-0.345,LOW,0.96
2025-06-09,DIVISLAB,Divi's Laboratories Ltd announces share buyback program at attractive premium,0.863,HIGH,0.96
2025-06-10,DIVISLAB,Profit booking seen in DIVISLAB following multi-week rally,-0.339,LOW,0.96
2025-06-18,DIVISLAB,Supply chain disruptions may impact margin realization for Divi's Laboratories Ltd,-0.44,LOW,0.96
2025-06-19,DIVISLAB,Brokerage upgrades DIVISLAB to Outperform with revised target,0.744,MEDIUM,0.96
2025-06-20,DIVISLAB,Foreign institutional investors increase stake in Divi's Laboratories Ltd,0.641,HIGH,0.96
2025-06-27,DIVISLAB,Supply chain disruptions may impact margin realization for Divi's Laboratories Ltd,-0.558,LOW,0.96
2025-06-30,DIVISLAB,Supply chain disruptions may impact margin realization for Divi's Laboratories Ltd,-0.6,LOW,0.96
2025-07-08,DIVISLAB,Divi's Laboratories Ltd announces share buyback program at attractive premium,0.974,HIGH,0.96
2025-07-15,DIVISLAB,Brokerage upgrades DIVISLAB to Outperform with revised target,0.603,MEDIUM,0.96
2025-07-23,DIVISLAB,Block deal executed in DIVISLAB; heavy institutional buying observed,0.603,MEDIUM,0.96
2025-07-28,DIVISLAB,Foreign institutional investors increase stake in Divi's Laboratories Ltd,0.799,HIGH,0.96
2025-07-30,DIVISLAB,Sectoral rotation puts temporary downward pressure on DIVISLAB,-0.429,MEDIUM,0.96
2025-08-01,DIVISLAB,Brokerage upgrades DIVISLAB to Outperform with revised target,0.807,MEDIUM,0.96
2025-08-07,DIVISLAB,Foreign institutional investors increase stake in Divi's Laboratories Ltd,0.659,HIGH,0.96
2025-08-14,DIVISLAB,Supply chain disruptions may impact margin realization for Divi's Laboratories Ltd,-0.422,LOW,0.96
2025-08-15,DIVISLAB,Brokerage upgrades DIVISLAB to Outperform with revised target,0.571,MEDIUM,0.96
2025-08-21,DIVISLAB,Divi's Laboratories Ltd announces share buyback program at attractive premium,0.729,HIGH,0.96
2025-08-27,DIVISLAB,Margin expansion across core segments drives institutional interest in DIVISLAB,0.727,MEDIUM,0.96
2025-08-29,DIVISLAB,Block deal executed in DIVISLAB; heavy institutional buying observed,0.611,MEDIUM,0.96
2025-09-05,DIVISLAB,Sectoral rotation puts temporary downward pressure on DIVISLAB,-0.406,MEDIUM,0.96
2025-09-11,DIVISLAB,Divi's Laboratories Ltd bags multi-million dollar marquee enterprise contract,0.817,HIGH,0.96
2025-09-12,DIVISLAB,Supply chain disruptions may impact margin realization for Divi's Laboratories Ltd,-0.505,LOW,0.96
2025-09-16,DIVISLAB,Brokerage upgrades DIVISLAB to Outperform with revised target,0.736,MEDIUM,0.96
2025-09-29,DIVISLAB,Input cost inflation weighs on quarterly operating margin for Divi's Laboratories Ltd,-0.627,MEDIUM,0.96
2025-09-30,DIVISLAB,Global headwinds lead to cautious outlook for Divi's Laboratories Ltd in near term,-0.592,HIGH,0.96
2025-10-01,DIVISLAB,Global headwinds lead to cautious outlook for Divi's Laboratories Ltd in near term,-0.638,HIGH,0.96
2025-10-03,DIVISLAB,Earnings beat: Divi's Laboratories Ltd reports robust quarterly EBITDA growth,0.771,HIGH,0.96
2025-10-08,DIVISLAB,Supply chain disruptions may impact margin realization for Divi's Laboratories Ltd,-0.537,LOW,0.96
2025-10-20,DIVISLAB,Foreign institutional investors increase stake in Divi's Laboratories Ltd,0.677,HIGH,0.96
2025-10-24,DIVISLAB,Divi's Laboratories Ltd announces share buyback program at attractive premium,0.773,HIGH,0.96
2025-10-30,DIVISLAB,Divi's Laboratories Ltd bags multi-million dollar marquee enterprise contract,0.822,HIGH,0.96
2025-11-04,DIVISLAB,Divi's Laboratories Ltd bags multi-million dollar marquee enterprise contract,0.962,HIGH,0.96
2025-11-07,DIVISLAB,Supply chain disruptions may impact margin realization for Divi's Laboratories Ltd,-0.53,LOW,0.96
2025-11-10,DIVISLAB,Supply chain disruptions may impact margin realization for Divi's Laboratories Ltd,-0.427,LOW,0.96
2025-11-21,DIVISLAB,Divi's Laboratories Ltd bags multi-million dollar marquee enterprise contract,0.92,HIGH,0.96
2025-11-24,DIVISLAB,Input cost inflation weighs on quarterly operating margin for Divi's Laboratories Ltd,-0.443,MEDIUM,0.96
2025-12-03,DIVISLAB,Margin expansion across core segments drives institutional interest in DIVISLAB,0.725,MEDIUM,0.96
2025-12-05,DIVISLAB,Global headwinds lead to cautious outlook for Divi's Laboratories Ltd in near term,-0.662,HIGH,0.96
2025-12-10,DIVISLAB,Foreign institutional investors increase stake in Divi's Laboratories Ltd,0.769,HIGH,0.96
2025-12-15,DIVISLAB,Margin expansion across core segments drives institutional interest in DIVISLAB,0.589,MEDIUM,0.96
2025-12-16,DIVISLAB,Input cost inflation weighs on quarterly operating margin for Divi's Laboratories Ltd,-0.535,MEDIUM,0.96
2025-12-24,DIVISLAB,Earnings beat: Divi's Laboratories Ltd reports robust quarterly EBITDA growth,0.753,HIGH,0.96
2025-12-30,DIVISLAB,New product launch and capacity expansion announced by Divi's Laboratories Ltd,0.564,MEDIUM,0.96
2025-12-31,DIVISLAB,Earnings beat: Divi's Laboratories Ltd reports robust quarterly EBITDA growth,0.919,HIGH,0.96
2026-01-01,DIVISLAB,New product launch and capacity expansion announced by Divi's Laboratories Ltd,0.766,MEDIUM,0.96
2026-01-02,DIVISLAB,Global headwinds lead to cautious outlook for Divi's Laboratories Ltd in near term,-0.545,HIGH,0.96
2026-01-05,DIVISLAB,Earnings beat: Divi's Laboratories Ltd reports robust quarterly EBITDA growth,0.849,HIGH,0.96
2026-01-07,DIVISLAB,Input cost inflation weighs on quarterly operating margin for Divi's Laboratories Ltd,-0.572,MEDIUM,0.96
2026-01-09,DIVISLAB,Global headwinds lead to cautious outlook for Divi's Laboratories Ltd in near term,-0.532,HIGH,0.96
2026-01-14,DIVISLAB,Global headwinds lead to cautious outlook for Divi's Laboratories Ltd in near term,-0.704,HIGH,0.96
2026-01-15,DIVISLAB,Foreign institutional investors increase stake in Divi's Laboratories Ltd,0.78,HIGH,0.96
2026-01-21,DIVISLAB,Management reiterates double-digit guidance for upcoming fiscal year,0.714,HIGH,0.96
2026-01-27,DIVISLAB,Foreign institutional investors increase stake in Divi's Laboratories Ltd,0.747,HIGH,0.96
2026-01-29,DIVISLAB,Brokerage upgrades DIVISLAB to Outperform with revised target,0.766,MEDIUM,0.96
2026-02-02,DIVISLAB,Global headwinds lead to cautious outlook for Divi's Laboratories Ltd in near term,-0.602,HIGH,0.96
2026-02-11,DIVISLAB,Management reiterates double-digit guidance for upcoming fiscal year,0.713,HIGH,0.96
2026-02-13,DIVISLAB,Global headwinds lead to cautious outlook for Divi's Laboratories Ltd in near term,-0.579,HIGH,0.96
2026-02-16,DIVISLAB,Sectoral rotation puts temporary downward pressure on DIVISLAB,-0.403,MEDIUM,0.96
2026-02-18,DIVISLAB,Brokerage upgrades DIVISLAB to Outperform with revised target,0.797,MEDIUM,0.96
2026-02-27,DIVISLAB,Input cost inflation weighs on quarterly operating margin for Divi's Laboratories Ltd,-0.416,MEDIUM,0.96
2026-03-02,DIVISLAB,Regulatory scrutiny prompts consolidation in DIVISLAB shares,-0.758,HIGH,0.96
2026-03-04,DIVISLAB,Divi's Laboratories Ltd announces share buyback program at attractive premium,0.806,HIGH,0.96
2026-03-05,DIVISLAB,Brokerage upgrades DIVISLAB to Outperform with revised target,0.69,MEDIUM,0.96
2026-03-09,DIVISLAB,Sectoral rotation puts temporary downward pressure on DIVISLAB,-0.423,MEDIUM,0.96
2026-03-11,DIVISLAB,Earnings beat: Divi's Laboratories Ltd reports robust quarterly EBITDA growth,0.833,HIGH,0.96
2026-03-18,DIVISLAB,Margin expansion across core segments drives institutional interest in DIVISLAB,0.729,MEDIUM,0.96
2026-03-19,DIVISLAB,Divi's Laboratories Ltd announces share buyback program at attractive premium,0.822,HIGH,0.96
2026-03-26,DIVISLAB,Sectoral rotation puts temporary downward pressure on DIVISLAB,-0.528,MEDIUM,0.96
2026-03-31,DIVISLAB,Margin expansion across core segments drives institutional interest in DIVISLAB,0.596,MEDIUM,0.96
2026-04-01,DIVISLAB,Margin expansion across core segments drives institutional interest in DIVISLAB,0.572,MEDIUM,0.96
2026-04-09,DIVISLAB,Input cost inflation weighs on quarterly operating margin for Divi's Laboratories Ltd,-0.545,MEDIUM,0.96
2026-04-13,DIVISLAB,Sectoral rotation puts temporary downward pressure on DIVISLAB,-0.43,MEDIUM,0.96
2026-04-14,DIVISLAB,Regulatory scrutiny prompts consolidation in DIVISLAB shares,-0.734,HIGH,0.96
2026-04-15,DIVISLAB,Supply chain disruptions may impact margin realization for Divi's Laboratories Ltd,-0.496,LOW,0.96
2026-04-16,DIVISLAB,Regulatory scrutiny prompts consolidation in DIVISLAB shares,-0.81,HIGH,0.96
2026-04-23,DIVISLAB,Profit booking seen in DIVISLAB following multi-week rally,-0.296,LOW,0.96
2026-04-28,DIVISLAB,Block deal executed in DIVISLAB; heavy institutional buying observed,0.431,MEDIUM,0.96
2026-04-30,DIVISLAB,Divi's Laboratories Ltd bags multi-million dollar marquee enterprise contract,0.865,HIGH,0.96
2026-05-04,DIVISLAB,Block deal executed in DIVISLAB; heavy institutional buying observed,0.479,MEDIUM,0.96
2026-05-25,DIVISLAB,Divi's Laboratories Ltd bags multi-million dollar marquee enterprise contract,0.938,HIGH,0.96
2026-05-26,DIVISLAB,Management reiterates double-digit guidance for upcoming fiscal year,0.821,HIGH,0.96
